customer_id,recency,frequency,monetary,total_orders,total_items,gross_revenue,average_order_value,average_quantity,unique_products,customer_lifetime_days,days_since_first_purchase,average_days_between_orders,max_days_between_orders,cancellation_count,cancellation_rate,cancelled_revenue,country,recent_spend_90d,historical_spend_prior,spend_trend,order_frequency_trend,recent_order_count_90d,recency_acceleration,spending_momentum,product_diversity_ratio,cancellation_revenue_ratio,purchase_frequency_rate,future_orders_90d,future_revenue_90d,churn_label,cluster,segment_name,churn_probability,predicted_future_value,revenue_at_risk
12362,29,5,1877.35,5,989,1877.35,375.47,197.8,89,618,647,154.55,443.01,2,0.2857,22.8,Belgium,773.01,1104.34,0.6993,0.3333,2,0.1864,0.6993,0.0899,0.0121,0.0081,6,3478.88,0,2,Active Casuals,0.4386437408916589,1908.4373348547824,837.12
12363,18,2,552.0,2,408,552.0,276.0,204.0,23,132,151,132.87,132.87,0,0.0,0.0,Unspecified,252.9,299.1,0.8427,0.3333,1,0.1345,0.8427,0.0562,0.0,0.015,0,0.0,1,0,Low-Value / Dormant,0.6568893645055945,219.65364523908747,144.29
12364,21,1,623.92,1,555,623.92,623.92,555.0,34,0,21,0.0,0.0,0,0.0,0.0,Belgium,623.92,0.0,623.92,0.5,1,21.0,623.92,0.0612,0.0,1.0,3,689.18,0,0,Low-Value / Dormant,0.4073372337202979,484.91833304098674,197.53
12365,200,2,641.3799999999999,2,174,641.3799999999999,320.69,87.0,22,0,200,0.01,0.01,1,0.3333,320.69,Cyprus,0.0,641.38,0.0,0.0,0,198.2106,0.0,0.1257,0.4992,2.0,0,0.0,1,2,Active Casuals,0.8007726631321069,127.18789175678596,101.85
12366,542,1,500.24,1,296,500.24,500.24,296.0,3,0,542,0.0,0.0,0,0.0,0.0,Cyprus,0.0,500.24,0.0,0.0,0,542.0,0.0,0.0101,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.9021766444137486,98.14290219646684,88.54
12368,537,1,917.6999999999999,1,330,917.6999999999999,917.7,330.0,18,0,537,0.0,0.0,0,0.0,0.0,Cyprus,0.0,917.7,0.0,0.0,0,537.0,0.0,0.0544,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.9034783348930068,109.29283174441848,98.74
12369,322,3,1791.1499999999999,3,1241,1791.1499999999999,597.05,413.67,90,228,550,114.11,192.27,0,0.0,0.0,Austria,0.0,1791.15,0.0,0.0,0,2.7974,0.0,0.0725,0.0,0.0131,0,0.0,1,0,Low-Value / Dormant,0.5543630662429047,303.3672524624862,168.18
12370,183,6,3577.2799999999997,6,2224,3577.2799999999997,596.21,370.67,150,394,577,78.83,264.03,0,0.0,0.0,Cyprus,0.0,3577.28,0.0,0.0,0,2.2925,0.0,0.0674,0.0,0.0152,1,739.28,0,0,Low-Value / Dormant,0.566147507669184,491.3657767989995,278.19
12371,318,3,2179.42,3,845,2179.42,726.47,281.67,91,235,554,117.9,235.8,0,0.0,0.0,Switzerland,0.0,2179.42,0.0,0.0,0,2.6745,0.0,0.1076,0.0,0.0127,2,1887.96,0,0,Low-Value / Dormant,0.6055247468702892,702.4418722636968,425.35
12372,121,2,914.9199999999998,2,592,914.9199999999998,457.46,296.0,32,83,205,83.91,83.91,0,0.0,0.0,Denmark,0.0,914.92,0.0,0.0,0,1.425,0.0,0.054,0.0,0.0238,1,383.12,0,0,Low-Value / Dormant,0.20848516172553463,212.53364156051924,44.31
12373,220,3,1127.65,3,516,1127.65,375.88,172.0,36,362,582,181.02,312.97,0,0.0,0.0,Austria,0.0,1127.65,0.0,0.0,0,1.2086,0.0,0.0696,0.0,0.0083,0,0.0,1,0,Low-Value / Dormant,0.6693255486547833,149.0914269305069,99.79
12374,330,3,2246.29,3,1020,2246.29,748.76,340.0,47,166,497,83.49,166.84,0,0.0,0.0,Austria,0.0,2246.29,0.0,0.0,0,3.9058,0.0,0.046,0.0,0.018,1,742.93,0,0,Low-Value / Dormant,0.6053465587613713,367.97516790865154,222.75
12375,7,1,230.3,1,87,230.3,230.3,87.0,11,0,7,0.0,0.0,0,0.0,0.0,Finland,230.3,0.0,230.3,0.5,1,7.0,230.3,0.125,0.0,1.0,1,227.2,0,0,Low-Value / Dormant,0.41660202529456675,209.85787109322592,87.43
12376,298,2,503.15000000000003,2,240,503.15000000000003,251.58,120.0,11,28,326,28.15,28.15,0,0.0,0.0,Switzerland,0.0,503.15,0.0,0.0,0,10.2237,0.0,0.0456,0.0,0.069,0,0.0,1,0,Low-Value / Dormant,0.7437801940551538,109.03783560227086,81.1
12377,224,4,3426.3199999999997,4,2105,3426.3199999999997,856.58,526.25,129,274,498,91.34,208.16,0,0.0,0.0,Switzerland,0.0,3426.32,0.0,0.0,0,2.4259,0.0,0.0613,0.0,0.0145,0,0.0,1,0,Low-Value / Dormant,0.5230365864926829,497.53165413076357,260.23
12378,38,2,5416.32,2,3316,5416.32,2708.16,1658.0,281,432,471,432.85,432.85,0,0.0,0.0,Switzerland,4008.62,1407.7,2.8456,0.3333,1,0.0876,2.8456,0.0847,0.0,0.0046,0,0.0,1,3,High-Value At Risk,0.7977218665759749,648.1377808776265,517.03
12379,79,3,1227.8200000000002,3,619,1227.8200000000002,409.27,206.33,50,364,443,182.08,252.07,1,0.25,1.95,Belgium,459.84,767.98,0.598,0.25,1,0.4315,0.598,0.0806,0.0016,0.0082,1,392.4,0,2,Active Casuals,0.5853994241230992,361.06253584817625,211.37
12380,94,8,7559.040000000001,8,2521,7559.040000000001,944.88,315.12,125,476,571,68.13,279.79,3,0.2727,1784.05,Belgium,0.0,7559.04,0.0,0.0,0,1.3598,0.0,0.0496,0.236,0.0168,3,2117.26,0,2,Active Casuals,0.46642814196827476,3482.5876782599053,1624.38
12381,28,1,1268.74,1,568,1268.74,1268.74,568.0,62,0,28,0.0,0.0,1,0.5,41.35,Norway,1268.74,0.0,1268.74,0.5,1,28.0,1268.74,0.109,0.0326,1.0,4,576.57,0,2,Active Casuals,0.3488292297622421,670.7079225143551,233.96
12382,591,0,0.0,0,0,0.0,0.0,0.0,0,0,591,0.0,0.0,1,1.0,18.38,Netherlands,0.0,0.0,0.0,0.0,0,591.0,0.0,0.0,18.38,0.0,0,0.0,1,2,Active Casuals,0.9459552517941404,34.161178466939575,32.31
12383,93,5,1850.5600000000002,5,1532,1850.5600000000002,370.11,306.4,84,167,261,41.93,60.77,1,0.1667,11.25,Belgium,0.0,1850.56,0.0,0.0,0,2.1662,0.0,0.0548,0.0061,0.0298,0,0.0,1,0,Low-Value / Dormant,0.27508672235314174,465.5973667850776,128.08
12384,30,1,292.69,1,62,292.69,292.69,62.0,14,0,30,0.0,0.0,0,0.0,0.0,Switzerland,292.69,0.0,292.69,0.5,1,30.0,292.69,0.2222,0.0,1.0,1,292.58,0,0,Low-Value / Dormant,0.470683563809922,283.3835866303197,133.38
12385,288,1,1938.3999999999999,1,612,1938.3999999999999,1938.4,612.0,65,0,288,0.0,0.0,1,0.5,15.0,Belgium,0.0,1938.4,0.0,0.0,0,288.0,0.0,0.106,0.0077,1.0,0,0.0,1,2,Active Casuals,0.6148986258158669,440.8554735130785,271.08
12386,246,2,401.9,2,354,401.9,200.95,177.0,10,29,275,29.11,29.11,0,0.0,0.0,Australia,0.0,401.9,0.0,0.0,0,8.169,0.0,0.0282,0.0,0.0667,0,0.0,1,0,Low-Value / Dormant,0.714731030034716,96.52748408066556,68.99
12387,324,1,143.94,1,134,143.94,143.94,134.0,9,0,324,0.0,0.0,0,0.0,0.0,Australia,0.0,143.94,0.0,0.0,0,324.0,0.0,0.0667,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8231067335861694,61.811844139879305,50.88
12388,57,6,2788.79,6,1299,2788.79,464.8,216.5,77,434,491,86.8,136.99,0,0.0,0.0,Australia,902.09,1886.7,0.4779,0.1429,1,0.6492,0.4779,0.0592,0.0,0.0138,2,1112.32,0,0,Low-Value / Dormant,0.30300120583731877,576.1746196467193,174.58
12389,311,3,1433.33,3,614,1433.33,477.78,204.67,41,253,564,126.53,164.86,0,0.0,0.0,Australia,0.0,1433.33,0.0,0.0,0,2.4386,0.0,0.0667,0.0,0.0118,0,0.0,1,0,Low-Value / Dormant,0.6719287233678649,189.54882633314045,127.36
12391,373,5,2285.1800000000003,5,911,2285.1800000000003,457.04,182.2,159,198,571,49.53,133.07,1,0.1667,25.6,Cyprus,0.0,2285.18,0.0,0.0,0,7.3824,0.0,0.1743,0.0112,0.0251,1,439.66,0,0,Low-Value / Dormant,0.7285231275624837,194.53336552191183,141.72
12392,500,1,234.75000000000003,1,73,234.75000000000003,234.75,73.0,7,0,500,0.0,0.0,0,0.0,0.0,Australia,0.0,234.75,0.0,0.0,0,500.0,0.0,0.0946,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8856105982277486,42.15094966689002,37.33
12393,154,5,1877.95,5,1017,1877.95,375.59,203.4,53,182,337,45.71,83.92,1,0.1667,22.7,Australia,0.0,1877.95,0.0,0.0,0,3.2971,0.0,0.0521,0.0121,0.0273,1,521.5,0,0,Low-Value / Dormant,0.3887869366622614,426.60369695418393,165.86
12394,126,1,381.08,1,182,381.08,381.08,182.0,21,0,126,0.0,0.0,0,0.0,0.0,Belgium,0.0,381.08,0.0,0.0,0,126.0,0.0,0.1148,0.0,1.0,1,891.4,0,0,Low-Value / Dormant,0.7647291607264289,191.7828001898271,146.66
12395,21,11,3602.11,11,2716,3602.11,327.46,246.91,122,490,511,49.02,108.1,2,0.1538,17.8,Belgium,329.85,3272.26,0.1008,0.1667,2,0.4198,0.1008,0.0449,0.0049,0.0224,4,1119.06,0,3,High-Value At Risk,0.10642850017786414,674.5119567908644,71.79
12396,583,1,931.4300000000001,1,591,931.4300000000001,931.43,591.0,65,0,583,0.0,0.0,0,0.0,0.0,RSA,0.0,931.43,0.0,0.0,0,583.0,0.0,0.1098,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8912433345154519,142.16046689995693,126.7
12397,44,1,1214.8099999999997,1,704,1214.8099999999997,1214.81,704.0,70,0,44,0.0,0.0,0,0.0,0.0,Belgium,1214.81,0.0,1214.81,0.5,1,44.0,1214.81,0.0993,0.0,1.0,1,1195.09,0,0,Low-Value / Dormant,0.34750684762211437,583.2668949433303,202.69
12399,28,7,1962.3000000000004,7,2198,1962.3000000000004,280.33,314.0,67,525,553,87.53,133.99,0,0.0,0.0,Belgium,209.62,1752.68,0.1195,0.125,1,0.3163,0.1195,0.0305,0.0,0.0133,0,0.0,1,0,Low-Value / Dormant,0.3066716353136824,366.2854352775568,112.33
12400,323,1,205.25,1,91,205.25,205.25,91.0,11,0,323,0.0,0.0,0,0.0,0.0,Australia,0.0,205.25,0.0,0.0,0,323.0,0.0,0.1196,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7737120642245296,69.45759848863618,53.74
12401,212,1,84.3,1,11,84.3,84.3,11.0,5,0,212,0.0,0.0,0,0.0,0.0,Belgium,0.0,84.3,0.0,0.0,0,212.0,0.0,0.4167,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8858316579377139,74.55194390258187,66.04
12402,232,6,1256.9000000000003,6,584,1256.9000000000003,209.48,97.33,43,347,579,69.41,79.01,1,0.1429,12.75,Belgium,0.0,1256.9,0.0,0.0,0,3.295,0.0,0.0735,0.0101,0.0172,0,0.0,1,0,Low-Value / Dormant,0.6427136015088004,151.06385895481822,97.09
12403,430,1,591.6600000000001,1,164,591.6600000000001,591.66,164.0,4,0,430,0.0,0.0,0,0.0,0.0,Denmark,0.0,591.66,0.0,0.0,0,430.0,0.0,0.0242,0.0,1.0,1,427.7,0,0,Low-Value / Dormant,0.35696665189550086,107.05195622890331,38.21
12404,591,1,63.24,1,1,63.24,63.24,1.0,1,0,591,0.0,0.0,0,0.0,0.0,Finland,0.0,63.24,0.0,0.0,0,591.0,0.0,0.5,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.9443516569748635,33.084593948262906,31.24
12405,57,1,1710.3900000000003,1,857,1710.3900000000003,1710.39,857.0,54,0,57,0.0,0.0,0,0.0,0.0,Finland,1710.39,0.0,1710.39,0.5,1,57.0,1710.39,0.0629,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.48800449946538343,541.9433753458502,264.47
12406,92,4,4596.3099999999995,4,2391,4596.3099999999995,1149.08,597.75,81,513,606,171.28,215.95,2,0.3333,318.15,Denmark,0.0,4596.31,0.0,0.0,0,0.534,0.0,0.0339,0.0692,0.0078,1,1794.05,0,2,Active Casuals,0.19374651773517973,811.5018680549153,157.23
12407,43,4,1407.36,4,1237,1407.36,351.84,309.25,50,130,173,43.38,78.89,0,0.0,0.0,Belgium,911.4,495.96,1.834,0.4,2,0.969,1.834,0.0404,0.0,0.0305,1,300.76,0,0,Low-Value / Dormant,0.2233766389346906,530.0946204694033,118.41
12408,7,7,3586.2700000000004,7,1864,3586.2700000000004,512.32,266.29,90,399,407,66.65,125.06,5,0.4167,46.13,Belgium,1296.46,2289.81,0.5659,0.25,2,0.1035,0.5659,0.0483,0.0129,0.0175,1,754.5,0,2,Active Casuals,0.13979413487564632,642.6461664461276,89.84
12409,91,5,18553.7,5,10734,18553.7,3710.74,2146.8,165,382,474,95.72,238.08,3,0.375,318.03,Switzerland,0.0,18553.7,0.0,0.0,0,0.9409,0.0,0.0154,0.0171,0.0131,2,4865.59,0,3,High-Value At Risk,0.24903597708860314,4165.248364724704,1037.3
12410,217,3,1013.71,3,341,1013.71,337.9,113.67,36,193,411,96.94,193.88,1,0.25,12.25,Switzerland,0.0,1013.71,0.0,0.0,0,2.2156,0.0,0.1053,0.0121,0.0155,0,0.0,1,2,Active Casuals,0.7534305899771182,123.25440314233624,92.86
12411,318,1,346.9,1,138,346.9,346.9,138.0,22,0,318,0.0,0.0,0,0.0,0.0,Australia,0.0,346.9,0.0,0.0,0,318.0,0.0,0.1583,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8013229314456976,74.30615181040703,59.54
12412,46,5,2260.790000000001,5,1767,2260.790000000001,452.16,353.4,74,401,448,100.48,232.87,2,0.2857,15.9,Denmark,890.74,1370.05,0.6497,0.3333,2,0.4533,0.6497,0.0419,0.007,0.0124,1,336.14,0,2,Active Casuals,0.18872432602449937,438.44272899249796,82.74
12413,145,3,805.25,3,238,805.25,268.42,79.33,37,166,311,83.04,100.97,2,0.4,63.95,France,0.0,805.25,0.0,0.0,0,1.7253,0.0,0.1548,0.0793,0.018,1,194.2,0,2,Active Casuals,0.5399742865261951,160.72920372640084,86.79
12414,126,6,952.4100000000001,6,495,952.4100000000001,158.74,82.5,21,246,372,49.22,153.04,2,0.25,260.0,Austria,0.0,952.41,0.0,0.0,0,2.5089,0.0,0.0423,0.2727,0.0243,0,0.0,1,2,Active Casuals,0.7015578970274429,160.27914003432977,112.45
12415,8,22,121631.72,22,80774,121631.72,5528.71,3671.55,438,428,436,20.39,77.14,3,0.12,752.35,Australia,51203.98,70427.74,0.727,0.3478,8,0.374,0.727,0.0054,0.0062,0.0513,6,22826.65,0,3,High-Value At Risk,0.03753703592569805,32426.571616666628,1217.2
12416,565,1,202.56,1,132,202.56,202.56,132.0,11,0,565,0.0,0.0,0,0.0,0.0,Australia,0.0,202.56,0.0,0.0,0,565.0,0.0,0.0827,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8897591679788937,38.4170386770663,34.18
12417,15,18,5964.83,18,2561,5964.83,331.38,142.28,252,626,642,36.88,77.13,6,0.25,88.75,Belgium,918.25,5046.58,0.1819,0.1053,2,0.396,0.1819,0.0984,0.0149,0.0287,2,832.58,0,3,High-Value At Risk,0.07004663523428938,988.87328086471,69.27
12418,21,4,2021.2,4,1088,2021.2,505.3,272.0,90,517,539,172.62,301.03,1,0.2,4.25,Switzerland,668.58,1352.62,0.4939,0.2,1,0.121,0.4939,0.0826,0.0021,0.0077,0,0.0,1,0,Low-Value / Dormant,0.6302336164509529,415.1798894318652,261.66
12419,294,2,503.01,2,231,503.01,251.5,115.5,23,27,322,27.98,27.98,0,0.0,0.0,Spain,0.0,503.01,0.0,0.0,0,10.1467,0.0,0.0991,0.0,0.0714,0,0.0,1,0,Low-Value / Dormant,0.7521339728095376,107.1095088405458,80.56
12421,23,5,920.12,5,575,920.12,184.02,115.0,38,390,414,97.72,145.95,2,0.2857,5.77,Spain,471.11,449.01,1.0469,0.3333,2,0.233,1.0469,0.066,0.0063,0.0128,1,178.48,0,2,Active Casuals,0.3792169337140213,422.0680063954715,160.06
12422,4,17,5231.800000000001,17,2596,5231.800000000001,307.75,152.71,137,625,630,39.12,156.17,4,0.1905,1112.45,Switzerland,565.06,4666.74,0.1211,0.1111,2,0.0997,0.1211,0.0528,0.2126,0.0272,0,0.0,1,3,High-Value At Risk,0.258336693946161,710.5648236842902,183.56
12423,9,9,2413.75,9,1590,2413.75,268.19,176.67,119,364,374,45.62,90.98,1,0.1,10.2,Belgium,198.98,2214.77,0.0898,0.1,1,0.193,0.0898,0.0748,0.0042,0.0247,1,208.64,0,0,Low-Value / Dormant,0.14184377956724947,402.4554425183245,57.09
12424,71,4,3340.0299999999997,4,2025,3340.0299999999997,835.01,506.25,78,385,457,128.62,260.07,3,0.4286,50.25,Australia,1760.96,1579.07,1.1145,0.4,2,0.5477,1.1145,0.0385,0.015,0.0104,0,0.0,1,2,Active Casuals,0.6177635701105549,495.93684946320593,306.37
12425,357,1,964.2099999999999,1,651,964.2099999999999,964.21,651.0,55,0,357,0.0,0.0,1,0.5,60.6,Portugal,0.0,964.21,0.0,0.0,0,357.0,0.0,0.0844,0.0628,1.0,1,777.2,0,2,Active Casuals,0.6094380548024019,266.8245576181543,162.61
12426,103,2,1345.21,2,584,1345.21,672.61,292.0,73,468,571,468.16,468.16,1,0.3333,33.8,Germany,0.0,1345.21,0.0,0.0,0,0.2195,0.0,0.1248,0.0251,0.0043,0,0.0,1,2,Active Casuals,0.7831730433804505,306.36865790885906,239.94
12427,280,1,303.5,1,79,303.5,303.5,79.0,10,0,280,0.0,0.0,1,0.5,56.95,Germany,0.0,303.5,0.0,0.0,0,280.0,0.0,0.125,0.187,1.0,2,522.3,0,2,Active Casuals,0.6220196227439594,76.5664618399075,47.63
12428,29,8,7548.120000000001,8,3386,7548.120000000001,943.52,423.25,252,163,192,23.31,85.1,3,0.2727,79.26,Finland,1237.58,6310.54,0.1961,0.2222,2,1.1931,0.1961,0.0744,0.0105,0.0488,1,408.34,0,3,High-Value At Risk,0.09663027742736342,1200.9465643751428,116.05
12429,81,7,5298.889999999999,7,2378,5298.889999999999,756.98,339.71,107,373,455,62.32,137.99,1,0.125,50.4,Denmark,1125.4,4173.49,0.2696,0.125,1,1.2791,0.2696,0.045,0.0095,0.0187,1,905.52,0,0,Low-Value / Dormant,0.056339315281764606,726.1868152098654,40.91
12431,28,23,8819.34,23,3802,8819.34,383.45,165.3,220,574,602,26.1,78.01,6,0.2069,138.56,Australia,1716.04,7103.3,0.2415,0.1667,4,1.0332,0.2415,0.0578,0.0157,0.04,4,1612.88,0,3,High-Value At Risk,0.05199421332525595,1617.626970277166,84.11
12432,79,3,4016.6600000000003,3,1427,4016.6600000000003,1338.89,475.67,75,1,81,0.99,1.99,0,0.0,0.0,Norway,4016.66,0.0,4016.66,0.75,3,39.6031,4016.66,0.0525,0.0,1.5,2,1042.66,0,0,Low-Value / Dormant,0.3830415278771462,1555.9237717493288,595.98
12433,0,6,9813.5,6,7894,9813.5,1635.58,1315.67,227,385,385,77.04,274.87,1,0.1429,152.4,Norway,2608.11,7205.39,0.3619,0.1429,1,0.0,0.3619,0.0288,0.0155,0.0155,4,6980.64,0,3,High-Value At Risk,0.21220538377443351,5891.680243336228,1250.25
12434,169,2,583.54,2,215,583.54,291.77,107.5,34,120,290,120.98,120.98,2,0.5,40.95,Australia,0.0,583.54,0.0,0.0,0,1.3855,0.0,0.1574,0.0701,0.0165,1,519.89,0,2,Active Casuals,0.5673599475953311,145.53727442547864,82.57
12435,176,5,10075.030000000002,5,3782,10075.030000000002,2015.01,756.4,81,469,646,117.43,160.09,0,0.0,0.0,Denmark,0.0,10075.03,0.0,0.0,0,1.4861,0.0,0.0214,0.0,0.0106,1,3850.9,0,0,Low-Value / Dormant,0.16565247944835407,3188.7777166120086,528.23
12436,8,1,509.01000000000005,1,211,509.01000000000005,509.01,211.0,16,0,8,0.0,0.0,0,0.0,0.0,Norway,509.01,0.0,509.01,0.5,1,8.0,509.01,0.0755,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.514648194788103,540.9158785677923,278.38
12437,7,32,10543.400000000001,32,6875,10543.400000000001,329.48,214.84,230,638,646,20.61,79.18,8,0.2,288.55,France,836.32,9707.08,0.0861,0.0909,3,0.3239,0.0861,0.0334,0.0274,0.0501,7,2140.0,0,3,High-Value At Risk,0.03324417444735571,1803.7669495105138,59.96
12438,49,1,890.0699999999999,1,586,890.0699999999999,890.07,586.0,49,0,49,0.0,0.0,0,0.0,0.0,Norway,890.07,0.0,890.07,0.5,1,49.0,890.07,0.0835,0.0,1.0,1,2016.78,0,0,Low-Value / Dormant,0.3977313936847844,782.3821256478358,311.18
12439,591,2,1142.88,2,478,1142.88,571.44,239.0,69,43,634,43.15,43.15,1,0.3333,53.7,Cyprus,0.0,1142.88,0.0,0.0,0,13.3872,0.0,0.1441,0.0469,0.0455,0,0.0,1,2,Active Casuals,0.8783981757931526,119.69967936994712,105.14
12440,371,2,859.1999999999999,2,331,859.1999999999999,429.6,165.5,21,255,626,255.05,255.05,1,0.3333,91.05,Austria,0.0,859.2,0.0,0.0,0,1.449,0.0,0.0633,0.1058,0.0078,0,0.0,1,2,Active Casuals,0.8940788745073683,107.28995304218162,95.93
12441,275,1,173.55,1,121,173.55,173.55,121.0,11,0,275,0.0,0.0,0,0.0,0.0,France,0.0,173.55,0.0,0.0,0,275.0,0.0,0.0902,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8202313285263235,59.89265846688414,49.13
12443,641,1,485.31,1,182,485.31,485.31,182.0,21,0,641,0.0,0.0,0,0.0,0.0,Norway,0.0,485.31,0.0,0.0,0,641.0,0.0,0.1148,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8988873539961519,78.48412946383273,70.55
12444,30,2,2627.2699999999995,2,650,2627.2699999999995,1313.63,325.0,96,49,80,49.78,49.78,0,0.0,0.0,Norway,2627.27,0.0,2627.27,0.6667,2,0.5908,2627.27,0.1475,0.0,0.04,3,2378.19,0,0,Low-Value / Dormant,0.17499385325058334,1266.8076214468067,221.68
